course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
AFRAMER 202,Theory and Race in the Americas 001,McCarthy,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0192f0947ca15747baa94ebd6c0b79ef8e120336efc9954db33271acbdedefc1ba63ffac175c06a4b91ad05bb36ff96a&ReportType=2&regl=en-US,FAS-218312-2242-1-1-001,FAS-218312-2242-1-1-001(McCarthy),5,15,4.4,5.0,5.0,0.8040302522073697,4.6,5.0,5.0,0.8040302522073697,4.0,3.0,3.0,1.41,4.6,5.0,5.0,0.89,0.5015000000000001,0.5015000000000001,0.8519,0.4955404322555325,0.0,0.0,0.0,0.0,Prof. McCarthy is an excellent instructor and has created a course that is both accessible and challenging to students with different levels of past exposure to and interest in theory.,0.8519,,0.0,,0.0
AFRAMER 210,W.E.B. Du Bois and His Critics 001,Gates,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=63b5b782913b1791fedabcbd184e4f326dd8559da29ca99c291f859d84856d63c528933dc525515b23116d20223bfe9a&ReportType=2&regl=en-US,FAS-223916-2242-1-1-001,FAS-223916-2242-1-1-001(Gates),10,15,4.78,5.0,5.0,0.41633319989322654,4.86,5.0,5.0,0.348735088019777,9.0,8.0,12.0,3.37,4.78,5.0,5.0,0.44,0.38325,0.3938,0.8481,0.5041866089719823,0.0,0.0,0.0,0.0,This is an incredible class and a great opportunity to expand your knowledge on Du Bois with Dr. Gates.,0.8481,Pay attention in class to conversations and do all the readings,-0.1027,,0.0
AFRIKAAN AB,Elementary Afrikaans 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=433dadcdcbd5e5cfcde745f53deddda47726c921984078494300cb379844c6dd209e1476d66354b43a0b5aa90bdc74d1&ReportType=2&regl=en-US,FAS-205831-2242-1-1-001,FAS-205831-2242-1-1-001(Mugane),6,7,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,0.0,0.879825,0.95655,0.6239,0.17156808901035955,0.0,0.0,0.0,0.0,"This is the BEST language course you can take at Harvard, never have I had so much fun in a class and learnt so much at the same time. I am so glad I took this course and have walked away knowing so much more than I ever thought I would. Adriaan is an incredible instructor and is so kind, understanding, and clever. It was an absolute joy to be taught by someone so encouraging and I will miss the class deeply next year.",0.9823,,0.0,,0.0
HAITIAN AB,Elementary Haitian Creole 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f7a2b9c5840edddb742c9e15b6ce32c0e5d8b3c02c3ddf60821f2c5bcf235e6ad37e7be1426581a9f85b93e69506f20f&ReportType=2&regl=en-US,FAS-205859-2242-1-1-001,FAS-205859-2242-1-1-001(Mugane),6,6,4.83,5.0,5.0,0.3775251680686369,0.0,0.0,0.0,-1.0,1.67,1.5,1.0,0.82,4.5,4.5,4.0,0.55,0.6193,0.8953,0.8953,0.537384117740746,0.0,0.0,0.0,0.0,"Professor Sylvain is amazing! He creates all his own content and genuinely cares about improving your skills in  the language! I absolutely loved this class, and it was my favorite on my schedule this semester!",0.9626,,0.0,,0.0
IGBO AB,Elementary Igbo 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9f6814fb69415d857e757a6a46b6a336d03f9183cbcc8985a3662340ad187c60eaed98d88aeb8aa90375756de4a6240e&ReportType=2&regl=en-US,FAS-205854-2242-1-1-001,FAS-205854-2242-1-1-001(Mugane),5,10,4.5,4.5,4.0,0.502518907629606,0.0,0.0,0.0,-1.0,2.5,2.0,1.0,1.91,4.25,4.5,5.0,0.96,0.9368,0.9394,0.9186,0.031238544567035564,0.0,0.0,0.0,0.0,"This class will teach you a lot about Igbo culture in a fun, interactive way. It'll get you out of your comfort zone, but you'll feel amazing and prideful afterwards. Try your best and study outside of class if you want to truly retain the language. It can be difficult, but the professor will help you each step of the way.",0.9661,,0.0,,0.0
JAMAICAN AB,Elementary Jamaican Patois 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=520719bc71f12ba0a0866f669e7be4a8ac7ab130708da4055d08acdaa9b774db7f2b52e21fec31f72a355eed307d0ca9&ReportType=2&regl=en-US,FAS-205844-2242-1-1-001,FAS-205844-2242-1-1-001(Mugane),7,9,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-1.0,2.5,1.5,1.0,2.35,5.0,5.0,5.0,0.0,0.7641166666666667,0.8534999999999999,0.8381,0.23716864393647544,0.0,0.0,0.0,0.0,This course was very enjoyable and the instructor was always enthusiastic and kind which made the classroom a great place for learning. Every student in the course felt comfortable sharing their opinions and had a great time throughout the semesters and I would recommend this course highly to anyone interested in taking a fun and informative course to fulfill their language requirement.,0.988,,0.0,,0.0
OROMO AB,Elementary Oromo 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5ee2cb52971270f5cdba4171a1b6933d4dc3e1e16ea17bb23e055c931f73c15a30a96f20e5c5cc9adb8b49822c502380&ReportType=2&regl=en-US,FAS-206579-2242-1-1-001,FAS-206579-2242-1-1-001(Mugane),5,7,4.6,5.0,5.0,0.8040302522073697,0.0,0.0,0.0,-1.0,3.0,3.0,3.0,1.22,4.8,5.0,5.0,0.45,0.768175,0.817,0.9647,0.2092653717969921,0.0,0.0,0.0,0.0,"This course is extremely important to have at a school like Harvard. Oromo culture and language is very important to know for broader African history as well as for the particularities of Oromo history. Enter this course to learn about the remarkable resilience of the Oromo people as well as their language, culture, and practices. Professor Degaga is a lovely instructor, and you will enter a beautiful community.",0.9647,,0.0,,0.0
SWAHILI 101BR,Reading in Swahili II 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f113e12c1d04a388c582e9b032c9a7896f08e5f92d7cc52c49e27cb87119b0a2c2c038b1aa7b2a0c884a97c347f85caf&ReportType=2&regl=en-US,FAS-119821-2242-1-1-001,FAS-119821-2242-1-1-001(Mugane),5,5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-1.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,0.0,0.8641666666666666,0.9545,0.9545,0.1686429462898859,0.3333333333333333,0.0,0.0,0.5773502691896257,"TAKE THIS CLASS ESPECIALLY IF YOU ARE INTERESTED IN SWAHILI OR LEARNING MORE ABOUT KENYA AND TANZANIA. Bi Mmari is the sweetest, she is not only an instructor but a caring human who loves and goes all out for her students. BEST CLASS HANDS DOWN!!",0.9684,,0.0,"If you are a native Swahili speaker or have taken one or two prior classes in Swahili, i definitely recommend this course! It's a GEM to say the least.",0.6696
WSTAFRCN AB,Elementary West African Pidgin 001,Ehineni,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=98e34964f1569edfd0f9fadd7387613e9d50b21720327513623f84c21a24a2bb306f493c922ee17caa8a35d26ac38e94&ReportType=2&regl=en-US,FAS-205842-2242-1-1-001,FAS-205842-2242-1-1-001(Ehineni),16,18,5.0,5.0,5.0,0.0,4.89,5.0,5.0,0.31446603773522014,2.27,2.0,2.0,0.9,5.0,5.0,5.0,0.0,0.56708,0.6249,0.9943,0.35914692954277083,0.0,0.0,0.0,0.0,"AMAZING CLASS I greatly enjoyed this course!! I felt that I was able to learn not only about the language, but also about the culture of where pidgin is spoken and the background of words. We learned about words that came from Portuguese, English, and Yoruba originally, among others, and we learned about many grammatical constructs. We also learned so much about Nigeria and other West African countries, their culture, and how their culture is reflected in this language. The projects give a perfect amount of flexibility to explore topics that interest you, and the assignments are highly effective in reinforcing the concepts from class. This is also an increasingly important language, one that is growing in popularity and that millions of people speak. This is a very fun class and one of my favorite classes at Harvard that I've taken. Taiwo is also an incredible instructor and is so supportive of the students. I'd highly highly recommend this course if you have the chance to take it.",0.9943,,0.0,,0.0
WSTAFRCN AB,Elementary West African Pidgin 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e9349f4cc721a790813e40826ae6e049e0d287ccacf553195a7e597b7097c9fd0d4d233173e052e9c0f4be26583fc6dc&ReportType=2&regl=en-US,FAS-205842-2242-1-1-001,FAS-205842-2242-1-1-001(Mugane),16,18,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-1.0,2.27,2.0,2.0,0.9,5.0,5.0,5.0,0.0,0.56708,0.6249,0.6588,0.35914692954277083,0.0,0.0,0.0,0.0,"AMAZING CLASS I greatly enjoyed this course!! I felt that I was able to learn not only about the language, but also about the culture of where pidgin is spoken and the background of words. We learned about words that came from Portuguese, English, and Yoruba originally, among others, and we learned about many grammatical constructs. We also learned so much about Nigeria and other West African countries, their culture, and how their culture is reflected in this language. The projects give a perfect amount of flexibility to explore topics that interest you, and the assignments are highly effective in reinforcing the concepts from class. This is also an increasingly important language, one that is growing in popularity and that millions of people speak. This is a very fun class and one of my favorite classes at Harvard that I've taken. Taiwo is also an incredible instructor and is so supportive of the students. I'd highly highly recommend this course if you have the chance to take it.",0.9943,,0.0,,0.0
ZULU AB,Elementary Zulu 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9af1b9d62d624ff4e2b31c029f6dd3be677a750a4f01b81bf6251b19a0347da9e8faf759af28cf573c7d58b2b947d9d7&ReportType=2&regl=en-US,FAS-205849-2242-1-1-001,FAS-205849-2242-1-1-001(Mugane),18,29,4.93,5.0,5.0,0.2564323999762428,0.0,0.0,0.0,-1.0,2.21,2.0,3.0,1.19,5.0,5.0,5.0,0.0,0.5951727272727273,0.91,0.9227,0.5687249881812986,0.0,0.0,0.0,0.0,"This has been my favorite class at Harvard. Ntuli is amazing. The content can be challenging, it is not an easy language, but Ntuli will work with you and ensure your success. Often times it is the only class where I am laughing and actively participating the entire time. Highly recommend taking this class.",0.9732,Take it! You won’t regret it.,-0.4753,,0.0
ANTHRO 97X,Sophomore Tutorial in Archaeology 001,Cusicanqui Marsano,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b034855269ee211cb3847b57acf3e8f938998b09f1fae414ae45e2a0e0df63f9ac5cc0af7ec2d6ea43bc5718a8922342&ReportType=2&regl=en-US,FAS-113567-2242-1-1-001,FAS-113567-2242-1-1-001(Cusicanqui Marsano),5,6,4.8,5.0,5.0,0.40201512610368484,5.0,5.0,5.0,0.0,4.4,5.0,5.0,1.34,4.4,4.0,4.0,0.55,0.916525,0.9353499999999999,0.964,0.06675739035242967,0.0,0.0,0.0,0.0,"This course provides a very good introduction to theory; writing about and discussing it in a small group setting helped me to appreciate it more. Sol is a wonderful instructor and is very supportive, helping us to think critically about the material and encouraging our interests. The guest speakers were also very helpful in illuminating possible paths within the field.",0.9695,,0.0,,0.0
ANTHRO 97Z,Sophomore Tutorial in Social Anthropology 001,Coleman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6046daac50e340de2790ddde0346f79c2a4f5fafec9f53820f8df92d118e0eeb485279c0d68c9f9e384a14611996e1b3&ReportType=2&regl=en-US,FAS-143028-2242-1-1-001,FAS-143028-2242-1-1-001(Coleman),17,19,4.13,4.0,5.0,0.8878529316744008,4.36,5.0,5.0,0.8138413004619895,7.27,6.0,6.0,2.55,4.08,4.0,5.0,0.86,0.94168,0.9244,0.992,0.049190771492221994,0.0,0.0,0.0,0.0,"This is an amazing class! Professor Coleman is a great lecturer and anthropologist, and I loved learning how her research and study relate to the readings and discussions that we had over the semester. She is also very accessible outside of class, and I would definitely recommend that you go to her office hours!! This class is definitely not easy, but you have a really good support system with Professor Coleman and the TF Ashwin. You will succeed in class and take a lot out of it if you do the readings and the readings journals regularly and participate in class discussions. It is a fairly big class compared to other anthropology classes, so it was very interesting and enjoyable to listen to different perspectives and ideas during class discussions!! Read the assignment guidelines carefully and make sure that you know what is expected from you before writing your essay in terms of the approach, content, and writing technique. This class is a great introduction to social theory and anthropology, and the reading list is very diverse and comprehensive! I would highly highly recommend that you take this course!",0.9938,,0.0,,0.0
ANTHRO 98B,Junior Tutorial for Thesis Writers in Anthropology 001,Khaira,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=45499b782bf51cc1a5a709d333356b7f04100230834d27e66355e3cb0d080e9dfec1fb0bdb1a92b69adef707dc76ab56&ReportType=2&regl=en-US,FAS-205522-2242-1-1-001,FAS-205522-2242-1-1-001(Khaira),10,13,4.67,5.0,5.0,0.47258156262526085,4.67,5.0,5.0,0.7550503361372738,4.25,4.0,4.0,1.49,4.67,5.0,5.0,0.5,0.38885,0.38885,0.0,0.549916943728778,0.0,0.0,0.0,0.0,"If you are required to take this course or are thinking about a thesis, take this course! Make sure to also find a TF in anthropology who has similar passions and interests.",0.7777,,0.0,,0.0
ANTHRO 1026,Archaeology in the Museum: Assemblage Analysis of a Peabody Museum Collection 001,Hlubik,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3622a04c7e37b2ab99f5e47f76dbed034fcf3132d783fa946a49cd8eacb6da3d4009682302eb535b55f1df5a764270d5&ReportType=2&regl=en-US,FAS-223986-2242-1-1-001,FAS-223986-2242-1-1-001(Hlubik),5,7,3.33,3.0,2.0,1.2535663410560174,3.67,4.0,2.0,1.2535663410560174,2.67,3.0,4.0,1.53,3.0,3.0,2.0,1.0,0.9468,0.9468,0.9468,-1.0,0.0,0.0,0.0,-1.0,"Beware of the class structure — it changed and was very dependent on how the class was going. I think if you are interested in archeological science but haven't taken a class on it yet, I'd recommend checking out a few more in–depth classes. If you want a VERY laidback, manageable class that offers an opportunity to learn a little about lithics and a general run–down on how to make 3D models, this is a good choice.",0.9468,,0.0,,0.0
ANTHRO 1038,Game of Stones: The Archaeology of Europe from Handaxes to Stonehenge 001,Clark,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f784be3cfeaa5f4a807291c2b69dbb9cd8e17e556daf7d2ad33ec06236ed15652a5989d567a859e352aed3c711334544&ReportType=2&regl=en-US,FAS-215108-2242-1-1-001,FAS-215108-2242-1-1-001(Clark),16,18,4.27,5.0,5.0,1.011249851731145,4.67,5.0,5.0,0.47258156262526085,3.69,3.0,3.0,2.1,4.36,5.0,5.0,0.84,0.5796,0.90125,0.9682,0.5535724523492838,0.0,0.0,0.0,0.0,"TAKE THIS COURSE!!! Dr. Clark is so kind and knowledgeable about the subject, and provides lectures and discussions that make anthropology/archaeology accessible to anyone (even those without prior knowledge). The assignments are fair and interesting (e.g. watching relevant movies/documentaries and fact–checking them). The exams (midterm and final) are also very fair – as long as you paid attention during lecture, you will do well. The final essay provides a lot of freedom to more deeply explore any archaeological site you are interested in, and the checkpoint assignments (annotated bibliography, outline) ensure you don't procrastinate and receive feedback before the full essay is due. Overall, I thought the course material was super interesting – it really changed my perspective on prehistoric life and how societal structure has changed over time! As a senior, this was one of my favorite classes I have taken at Harvard.",0.9862,The tests are lengthy and specific and difficult to get through in such a short time frame.,-0.3612,,0.0
ANTHRO 1080,American History Before Columbus 001,Liebmann,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b1fd179326e1577b566faef0edf508b51352ff10fd413840d27d34cc635c64c21c0d2751a208e3b926a313b6220f24b7&ReportType=2&regl=en-US,FAS-125588-2242-1-1-001,FAS-125588-2242-1-1-001(Liebmann),17,21,4.4,5.0,5.0,0.8940950400231842,4.92,5.0,5.0,0.2726599243442907,2.79,3.0,3.0,1.25,4.5,5.0,5.0,0.94,0.8181375,0.8738999999999999,0.8644,0.16422383625057949,0.0,0.0,0.0,0.0,"Take this class! If you’re at all interested in how people settled in the Americas, what different cultures existed in precolumbian North America,  and the cultural history of Native Americans today, this class will be really fun! If you’ve never taken an archaeology class before, this is a beginner–friendly class that will be interesting to anyone, concentrator or not.The workload in this class is not nonexistent, but it’s not busywork either and is a reasonable amount. The readings are relevant and reasonable length, and there are few assignments besides the readings since the majority of the grade is attendance and the three exams, which you review for in the class, and are pretty easy to do well on if you study. The three exams does include the final, and this class doesn’t pull the last–week midterm business, which I always appreciate. The class itself is fun, since Professor Liebmann’s teaching is engaging and he is always willing to answer questions as much as he can. The section is often an interactive activity, and the last section of the class is a spear–throwing accuracy contest (which would sell me on the class by itself because when else do you get to do that?)",0.9816,,0.0,,0.0
